17
813 900
787 201 -980
154 241 -248
646 656 10
543 265 801
242 770 -284
577 530 -587
24 9 556
532 712 -176
754 623 838
661 546 -307
206 760 581
287 27 139
643 475 829
38 776 872
553 607 -180
158 28 -718
214 76 830
165 336 980
561 398 989
160 156 900
633 764 -830
326 624 -56
637 30 67
607 235 -763
668 735 961
367 88 712
59 103 -433
78 694 522
730 695 -429
165 14 -761
394 531 210
510 331 -804
581 688 -429
514 398 543
544 682 -736
420 177 -369
275 319 -705
689 734 -2
763 158 529
8 108 -201
557 634 -436
434 684 743
63 557 570
189 608 737
35 515 -591
19 200 934
727 747 -871
569 747 -648
296 799 -311
23 679 -548
226 20 -493
530 531 541
732 103 994
444 790 -652
828 878
462 25 840
393 582 -716
199 151 71
738 659 -266
633 295 -30
137 772 -551
262 680 -713
440 693 -300
732 191 -711
773 107 -50
640 542 377
250 371 892
482 774 -559
139 484 273
120 704 -508
421 319 206
678 664 929
738 113 656
37 759 222
708 548 -935
469 142 -921
184 331 -162
179 378 757
463 743 -367
270 706 -1000
273 633 180
23 636 74
749 198 -261
165 33 573
387 614 -243
400 70 -346
30 664 -581
273 192 437
301 760 -573
608 78 -195
452 685 -155
246 16 -896
680 821 350
355 669 518
607 752 -362
672 680 -10
167 718 530
576 575 568
745 715 843
367 686 -263
107 67 -365
514 707 -961
629 495 577
421 380 626
789 804 -613
196 502 838
327 588 -388
783 636 -599
801 135 643
445 347 -212
681 755 155
177 356 -571
467 614 -143
350 113 -179
184 330 -497
66 237 -605
276 784 -452
161 195 -749
409 158 407
805 644 112
58 762 412
300 243 -25
16 674 -948
554 317 -346
674 201 92
240 701 -340
222 237 -671
289 153 -121
746 716 -437
631 475 476
65 597 413
256 137 -302
52 37 -301
448 303 711
492 759 114
307 714 -187
622 756 755
162 401 -54
15 768 551
132 344 303
142 216 -811
296 549 471
148 255 84
362 188 536
506 144 -221
298 1 -69
127 259 -313
387 661 239
738 110 -80
280 642 -883
74 338 272
805 401 -700
345 80 234
691 119 58
642 767 804
50 468 852
655 258 -522
13 489 -597
167 43 -711
240 435 -247
236 85 670
360 25 -883
440 386 929
143 281 -276
83 559 803
251 526 725
588 597 496
273 308 -671
85 171 -339
255 794 -934
135 433 673
20 605 -449
736 500 782
195 647 -807
479 249 810
329 146 -673
720 801 398
377 697 -158
103 643 733
705 800 989
73 439 -400
174 301 -133
743 539 692
300 107 890
436 540 -652
284 339 -92
471 469 870
816 173 636
435 210 644
617 48 47
767 680 889
245 70 626
109 391 734
259 650 -620
330 184 -335
733 544 335
128 392 226
323 281 -123
583 464 277
549 768 -602
729 751 -180
770 311 -691
619 795 827
345 804 592
385 596 -973
142 157 -617
650 687 -872
676 388 -800
768 121 862
755 707 765
717 110 -614
258 135 318
354 316 811
777 157 -86
294 315 -98
602 653 -273
750 2 -956
347 366 -812
563 662 28
21 78 388
126 148 -184
554 384 518
286 145 995
163 813 -963
798 575 -633
413 605 283
610 374 859
822 33 201
208 355 545
149 466 -125
372 218 979
807 60 -116
410 749 -224
573 563 -710
398 686 627
600 677 -693
78 2 -697
318 108 438
177 269 343
45 631 -487
588 460 702
627 421 -462
210 676 -314
535 77 955
215 355 543
688 658 268
473 409 650
558 244 -812
778 366 -136
42 691 -688
309 53 -996
460 241 725
783 244 -800
126 712 670
682 591 -531
232 138 568
43 455 130
501 204 -513
799 322 -892
44 690 -764
137 208 391
229 372 926
723 365 -351
759 255 -770
48 279 -760
662 357 794
202 47 -365
262 756 -616
444 137 309
647 427 -540
176 239 -549
488 177 229
734 109 -720
475 722 358
291 490 362
491 325 555
684 411 51
718 514 14
805 283 -858
538 748 -979
593 412 285
368 525 358
603 207 -512
353 586 874
284 719 259
178 98 -893
657 231 -268
622 91 -475
317 764 345
270 64 45
575 793 -966
540 57 -45
452 184 -300
59 648 246
705 790 856
222 562 589
543 402 3
401 425 685
338 389 -811
307 617 -575
273 377 -132
281 77 838
526 248 -418
477 578 352
431 219 583
580 421 -991
744 487 -695
105 33 103
790 414 -661
759 470 830
721 165 -954
62 331 113
720 565 108
803 488 247
500 615 519
253 306 499
548 820 331
461 192 53
89 16 -542
346 271 687
173 147 -530
714 390 345
615 668 749
682 37 -741
470 317 304
452 580 170
532 523 -803
623 674 30
510 639 394
649 399 -154
5 319 435
531 662 -35
524 286 163
245 589 -903
295 56 995
210 415 373
175 740 419
678 460 -433
269 157 -929
52 37 -709
661 678 493
94 455 -592
533 506 228
488 664 543
79 133 715
604 475 669
822 402 -944
136 28 -889
672 587 609
780 137 910
62 20 -146
67 259 963
41 695 170
38 642 887
718 720 813
398 227 275
823 316 858
506 515 -379
248 791 194
191 404 130
416 594 -749
399 266 158
715 513 -752
52 666 953
650 521 996
322 351 344
23 430 -259
225 778 4
1 153 899
280 717 396
531 805 -215
554 253 82
739 520 855
628 755 619
728 189 744
522 163 735
567 495 91
660 214 -419
127 218 -172
94 46 51
414 761 865
446 664 -33
107 246 -412
402 238 -374
379 38 -910
229 631 821
673 182 381
629 369 -806
577 110 -478
714 373 694
268 324 636
82 787 -530
145 482 744
400 42 534
732 677 598
651 545 -766
570 420 -894
107 121 -786
344 617 -873
736 192 415
184 431 85
668 699 911
565 456 939
526 389 405
442 344 151
731 820 452
180 351 53
244 439 -748
754 136 -526
147 171 -713
806 495 449
664 238 764
567 568 939
160 335 710
110 21 260
117 132 480
304 98 53
594 491 -157
439 664 190
347 23 -100
564 340 -201
284 53 -941
206 591 -978
534 105 197
164 302 -756
278 725 -110
146 525 -45
385 825 -437
36 542 -104
165 399 744
102 596 699
328 486 -104
150 417 88
524 279 -40
243 166 -119
780 499 352
197 290 -363
572 721 -522
120 319 734
116 526 738
177 95 -937
640 579 198
169 368 -479
293 207 -504
680 458 -977
7 242 -20
22 372 861
165 447 -940
74 763 -876
176 457 767
652 608 -186
205 682 -650
709 617 333
352 540 788
306 746 -250
62 296 -102
479 292 -581
268 68 762
201 300 605
332 710 -359
361 558 -814
110 526 -673
175 287 722
40 423 -639
635 327 728
790 801 48
565 739 -846
415 576 -68
66 529 374
49 168 342
767 388 267
493 473 298
585 787 21
685 275 -284
225 32 474
391 268 46
447 561 86
335 499 -160
707 369 796
57 256 824
589 96 399
262 366 997
427 334 931
799 212 114
211 755 944
686 524 -615
276 377 -105
695 525 93
301 214 -611
29 239 -635
646 345 -884
82 758 111
427 595 255
440 170 -476
36 623 -34
471 298 227
341 45 492
402 657 -69
795 762 445
251 418 -671
480 64 677
635 411 -383
477 31 154
166 730 -868
133 113 795
403 2 -135
697 427 -253
414 567 -650
799 50 465
507 422 -894
164 741 -615
523 486 294
473 104 289
818 678 976
517 456 704
23 765 -98
227 723 76
488 19 -314
542 736 820
513 703 627
448 662 -414
487 701 955
426 683 -177
243 341 409
789 591 705
35 759 472
254 553 -911
761 53 -809
568 241 -978
826 552 933
104 19 -204
141 525 764
782 254 895
765 541 -502
11 759 804
186 347 -836
129 465 -676
602 637 745
250 378 -15
272 498 840
662 659 -34
85 400 -355
101 121 -135
434 216 -360
774 275 -886
411 393 239
65 225 -978
273 121 404
258 475 -297
216 468 -311
721 333 -636
696 647 301
491 402 625
298 756 -895
524 672 -66
58 520 128
118 45 972
40 700 147
80 412 -818
727 824 -138
15 468 -448
595 218 -387
260 232 -897
88 780 -952
134 614 -560
192 226 -441
114 452 -780
631 784 -392
570 827 149
153 31 884
563 234 -986
594 629 -366
27 340 -63
201 17 -235
625 543 -205
471 31 614
590 606 -859
36 268 -379
285 726 182
678 402 175
294 422 484
232 688 -791
608 279 683
82 521 499
414 524 -731
53 61 -676
535 380 -737
300 783 -766
277 521 -967
769 28 -972
200 763 141
316 711 -862
10 294 -304
719 457 -250
115 106 -50
182 109 756
14 291 -87
546 60 -122
35 770 92
558 85 -614
770 308 -635
291 580 -116
536 818 261
159 62 525
188 149 -275
33 550 -241
630 722 -883
561 702 -788
593 458 -49
74 600 512
217 259 228
577 634 -190
646 570 543
47 383 -123
469 706 -297
698 343 808
596 428 -927
348 442 -24
655 702 -553
181 304 532
708 648 -531
645 646 856
30 513 246
292 578 846
492 207 987
302 209 709
433 793 -439
245 645 -224
772 98 -19
77 389 886
623 456 369
725 819 -409
680 780 -592
815 418 -223
765 347 607
109 160 -387
714 221 -587
821 801 467
816 326 -877
823 782 638
563 487 100
629 247 -573
229 150 -391
301 788 521
627 6 129
450 16 -445
523 243 760
90 681 -26
4 379 17
487 687 -889
562 320 112
575 55 563
625 489 262
8 686 252
737 713 -7
428 110 -600
126 546 -6
694 803 -789
85 509 -125
147 432 198
192 588 266
547 564 -668
714 69 -859
288 245 -393
205 59 -218
291 547 461
809 797 340
28 637 273
614 453 -538
209 705 -330
613 166 -208
259 102 -293
150 483 -943
769 426 -656
61 794 24
376 407 39
761 330 -802
164 415 -370
394 325 544
798 797 -98
331 31 -480
734 413 -302
758 700 -804
53 528 796
222 575 435
566 284 22
306 341 510
348 652 531
94 724 351
748 570 -248
503 762 178
155 204 763
124 480 343
777 241 -373
682 794 -682
656 260 -49
562 163 375
539 615 711
311 184 804
46 146 392
707 90 768
132 581 193
799 55 -66
37 759 -380
241 205 -804
692 441 -949
626 716 -652
644 36 -301
816 180 -882
624 165 791
788 126 106
689 786 -239
211 759 310
67 526 -849
793 9 833
181 261 410
319 777 681
234 525 307
395 649 -528
556 503 834
377 735 707
123 760 877
711 551 45
139 495 734
381 301 177
821 816 753
132 687 -305
391 786 546
199 454 -201
500 67 162
415 455 -968
625 584 -379
807 635 448
642 34 -424
471 761 175
482 165 357
84 194 600
64 503 -843
631 806 154
754 202 -481
377 140 -556
792 487 -469
149 577 503
100 480 99
732 129 -510
25 479 215
34 22 -579
568 141 -51
411 98 613
692 406 54
263 673 -776
328 603 -300
611 189 660
572 606 -729
415 677 -542
729 323 -938
11 485 383
60 196 -664
97 20 219
604 489 -146
65 52 6
530 698 -288
741 586 986
363 544 166
597 169 471
495 756 -31
800 276 883
812 40 -362
643 616 -145
332 588 193
733 569 -112
77 111 837
429 468 892
253 220 -918
245 656 793
758 48 635
392 115 466
389 605 87
388 788 -22
762 713 386
372 85 627
197 437 -37
413 569 -843
347 509 812
99 23 -909
529 813 -491
362 320 181
467 10 -803
542 221 -544
475 350 474
210 748 464
37 442 463
196 335 828
418 243 -127
484 373 20
309 635 -240
379 229 785
793 63 892
160 699 -666
357 144 -809
289 385 -735
568 159 744
287 146 971
221 783 -101
328 380 -55
738 367 736
586 697 -67
744 461 -938
783 626 151
718 297 -155
828 649 464
289 599 -720
345 169 -9
707 473 61
612 448 -613
270 22 -920
283 239 567
793 581 970
176 821 -243
627 10 -603
532 769 -958
427 449 -851
562 310 783
253 161 -334
824 640 123
8 400 616
461 740 655
478 529 232
518 752 -350
711 192 -542
343 309 706
447 395 -196
745 598 672
132 137 391
815 378 716
374 361 -939
314 58 616
236 147 630
20 34 -54
160 337 -482
687 545 -393
252 10 693
69 379 213
532 774 -179
14 639 490
19 786 -970
187 180 -473
426 567 951
750 160 -529
616 583 19
759 530 674
606 332 -882
288 591 -52
158 828 981
287 698 -792
82 261 -264
46 302 -334
460 539 -232
582 190 559
419 562 -927
675 68 933
698 18 200
401 210 103
478 139 -67
377 643 492
807 117 -595
44 757 -343
718 631 -174
285 722 257
808 244 285
735 290 775
386 286 135
382 45 851
330 528 129
758 627 394
125 79 242
74 497 -587
173 738 -810
684 432 397
720 634 828
601 630 -128
363 591 -808
577 392 622
23 257 -47
501 50 -894
346 90 927
401 184 313
449 2 840
276 452 -184
670 740 301
752 771 -711
195 53 -134
294 714 -820
141 217 -595
733 134 652
644 367 -652
550 408 605
683 609 -860
105 510 198
763 95 872
612 802 -206
798 53 792
466 21 859
547 554 -987
506 667 138
9 537 -759
250 246 499
789 167 94
544 713 216
758 340 926
709 94 970
172 673 -500
22 789 -160
778 701 -762
521 719 874
388 52 160
581 65 291
505 703 329
676 527 211
134 545 602
488 658 -810
78 330 724
385 668 773
94 295 71
185 752 -218
72 382 -186
471 770 -180
320 94 22
424 265 329
814 385 618
784 607 989
95 459 -487
293 122 215
928 946
652 27 -919
462 403 693
829 567 -899
617 792 -629
24 643 -83
679 485 874
20 57 -35
366 103 -605
739 602 639
408 281 -194
364 94 650
157 813 -308
128 50 491
638 62 585
890 292 -904
100 310 -320
457 50 198
713 877 -595
82 870 483
543 539 6
704 855 764
399 8 -392
859 402 989
753 590 176
750 689 -527
644 792 -669
678 894 -619
523 631 384
632 394 -836
312 248 503
526 593 165
244 362 -280
577 554 -287
396 35 691
681 395 -1000
844 847 111
471 121 -921
56 849 137
680 814 198
296 337 158
722 217 -749
247 281 -720
444 249 523
575 487 -708
903 745 -233
414 883 -265
728 629 634
279 483 -536
617 65 194
765 393 -94
209 386 -666
143 858 114
725 473 -633
838 456 -864
235 350 697
521 251 -175
598 136 950
584 566 -656
423 890 839
912 869 -31
787 315 -531
713 525 31
162 739 -917
613 646 -466
149 57 104
836 322 694
390 528 831
493 814 -588
322 63 843
559 20 201
365 236 877
654 523 -812
409 827 235
608 330 -462
51 162 392
151 923 963
395 53 640
248 748 980
147 670 -696
694 470 -626
708 331 -820
724 682 -924
923 126 602
356 14 -507
220 599 777
377 218 926
424 647 -146
311 366 -202
10 400 -57
861 139 -465
924 410 708
262 396 938
142 52 323
850 165 -265
682 548 725
823 926 736
705 405 84
828 442 405
296 720 96
11 571 -885
697 3 73
501 335 90
392 841 -664
138 802 -243
213 891 -616
134 172 -305
27 912 295
156 472 837
218 387 937
477 458 -481
617 178 -407
681 638 -84
813 551 121
904 373 -424
227 563 498
585 634 657
251 681 249
174 397 755
917 555 -961
184 158 810
99 95 87
326 370 11
733 2 271
303 814 -847
199 145 -204
815 338 306
795 41 213
311 482 668
339 894 828
413 376 726
430 722 -304
732 417 -126
531 69 694
117 620 512
640 179 -286
773 245 664
305 82 -8
922 396 97
123 238 -592
788 72 226
875 138 630
13 529 854
473 529 788
580 627 821
337 447 649
737 206 -784
450 489 -19
250 177 44
643 752 913
101 720 301
233 722 -956
443 243 651
275 620 -702
202 486 -305
411 841 995
830 281 428
579 222 -66
258 260 900
257 869 29
139 776 -969
512 205 -262
421 302 365
853 450 520
488 761 -928
614 228 -254
815 133 978
907 246 341
861 100 248
10 427 434
363 785 -631
544 70 780
494 893 486
5 334 -180
306 925 -836
428 529 -935
490 812 -747
269 716 -783
570 771 798
46 881 -647
737 385 607
102 263 369
636 718 201
352 850 -233
628 659 723
712 181 -584
26 86 581
242 738 692
441 452 352
773 278 -12
176 494 428
813 153 -377
304 199 -658
76 356 770
325 488 530
589 561 492
115 692 -795
584 213 210
771 896 360
694 831 -304
919 363 684
595 565 220
766 797 946
404 279 -845
47 874 877
254 511 -231
158 725 23
792 60 865
769 446 -198
721 24 -214
235 150 401
302 512 -873
71 346 331
422 277 -278
528 418 162
301 299 -991
16 531 413
840 240 -669
925 434 478
272 329 351
819 699 292
694 62 824
726 812 -708
203 800 -577
708 206 -15
714 645 -307
601 706 -83
385 792 -505
843 65 -233
69 163 -412
443 611 12
294 272 -875
314 237 89
904 720 -551
293 797 669
686 693 -273
117 684 -614
798 141 -519
239 156 140
151 216 -699
188 321 378
297 704 95
439 260 -522
91 334 -652
146 732 648
498 256 -799
737 690 562
280 622 349
559 841 -129
314 724 -824
579 104 -940
497 913 403
671 23 -727
272 662 -45
274 218 149
352 344 546
739 928 116
412 238 -870
719 926 -856
530 411 270
908 509 -410
729 742 -738
50 289 533
511 522 -889
305 434 -938
656 310 920
841 646 759
404 893 -983
684 787 -53
627 190 -930
719 583 822
712 300 -998
194 460 18
905 272 -311
847 250 -356
410 31 -339
833 567 695
143 796 -563
518 339 -194
74 390 -880
677 902 293
755 657 253
305 561 -224
690 827 836
448 721 -913
191 526 468
627 463 289
859 323 17
508 306 -864
907 140 736
811 678 316
571 22 644
462 102 484
529 814 709
64 58 14
546 88 92
756 627 -325
478 806 343
683 204 38
283 75 714
359 443 -68
736 726 -777
748 19 -808
663 481 109
216 436 -18
194 402 528
227 885 122
496 892 662
436 622 170
705 756 804
798 833 -916
658 280 90
801 83 -929
272 733 -179
854 125 -938
558 684 -143
233 423 -256
515 501 -254
747 605 -192
823 537 191
441 653 526
710 928 104
529 319 939
131 828 -653
76 214 -782
905 630 -197
341 701 439
29 922 -523
648 714 -865
874 199 813
190 440 -190
827 249 -435
572 618 -703
670 170 692
544 565 -115
685 271 999
263 900 487
70 658 -751
66 562 320
320 714 79
546 666 -116
64 60 -384
15 91 5
430 47 664
868 912 -258
363 680 -828
221 95 35
379 494 695
125 317 281
606 609 -476
100 207 30
281 322 827
766 684 655
872 160 -624
678 585 119
887 279 261
568 348 -664
887 78 -492
642 325 -302
321 920 -209
899 294 809
205 192 435
793 390 806
154 573 -349
264 649 104
630 645 -30
710 840 -174
593 174 642
115 13 -442
693 316 898
724 812 956
391 26 -689
248 739 -994
21 705 -298
613 596 -792
639 470 -831
804 431 -774
169 142 -489
740 848 -382
240 757 53
901 511 503
573 701 918
401 496 692
303 442 -181
676 30 69
355 123 -330
338 883 168
715 407 612
241 879 100
456 719 779
341 434 359
533 39 551
257 419 8
293 210 -350
587 545 579
335 474 775
683 577 -80
861 206 -578
378 876 522
503 333 581
362 880 347
31 1 699
543 670 757
806 313 -465
168 21 -883
218 528 -459
498 635 865
7 815 628
510 443 706
682 873 518
154 387 656
287 221 -806
563 279 631
576 238 34
94 765 -784
472 670 533
421 650 99
719 496 -912
609 923 -259
918 598 -621
482 617 8
778 748 544
78 443 82
522 717 556
597 915 -786
382 664 -963
846 644 334
609 129 683
657 105 -127
604 422 -841
742 591 -786
771 865 711
581 599 333
155 522 -548
900 855 309
92 390 -75
591 471 -552
245 376 692
525 2 -742
918 457 -800
248 533 653
21 553 605
524 694 -73
178 345 -269
759 806 -471
135 449 -694
827 74 -630
177 119 -140
748 482 -437
620 32 467
29 409 -121
825 403 687
656 639 -102
732 465 -411
576 919 -762
599 146 -883
620 696 -717
278 2 883
125 381 467
863 52 953
804 300 -601
111 627 -693
390 442 979
812 891 261
90 713 -673
109 374 -963
813 83 -732
284 248 398
773 360 237
340 422 224
310 708 -683
622 565 -618
155 574 -433
1 373 -659
324 773 -201
887 253 209
901 267 714
139 506 861
675 431 171
842 839 692
745 331 -756
181 381 -21
868 313 -766
388 440 206
914 193 -478
100 284 362
757 509 406
48 546 703
698 104 966
394 523 -290
880 407 -368
589 47 -102
559 544 190
308 346 -84
447 37 -565
398 341 77
892 547 -356
900 490 -913
190 632 -343
562 662 -535
243 722 -201
177 569 -3
698 908 -934
449 677 263
927 211 292
490 316 689
51 194 -156
404 790 -173
895 456 -379
508 442 -298
464 107 -980
890 46 563
420 507 2
868 330 807
927 665 -679
465 924 -593
535 626 -834
293 231 760
768 661 722
606 608 -67
776 382 647
669 928 -121
708 674 218
842 927 -978
591 503 -980
525 556 313
804 500 -122
204 659 -907
330 78 -983
715 821 -889
552 514 160
95 520 468
617 336 116
811 192 124
511 482 -829
102 666 813
517 760 -77
67 527 169
846 313 -840
112 203 -340
469 891 399
13 351 828
813 663 -682
566 724 341
751 587 324
844 421 -996
210 831 777
505 269 -829
681 13 -31
597 699 930
770 4 -410
333 401 121
317 626 529
52 457 -150
605 250 558
392 785 248
871 126 445
897 45 629
732 781 -732
438 709 956
451 210 -331
897 857 124
464 750 20
291 351 110
116 129 -615
601 589 -208
102 358 633
557 920 703
565 662 160
706 517 173
271 532 545
773 116 -118
622 110 820
782 918 879
4 75 410
340 487 -903
156 869 65
440 539 -588
756 726 884
815 876 699
898 204 267
286 483 -382
468 709 175
121 909 475
539 851 388
875 735 208
123 702 -162
394 105 844
238 436 634
873 763 -245
9 724 314
556 241 -897
508 408 -213
659 798 -744
436 156 810
655 678 950
531 493 538
281 897 976
608 697 -904
846 58 -824
297 862 -255
805 305 -607
166 143 148
635 74 -579
911 332 -506
453 513 -535
73 401 701
542 444 -706
399 509 950
694 772 975
758 618 -901
489 140 671
294 582 45
150 383 44
68 380 35
281 84 -668
703 623 -263
854 449 157
699 482 751
171 103 -227
90 588 768
903 582 252
507 487 660
280 399 834
441 665 -861
345 145 -832
538 266 436
312 373 -421
761 488 -626
687 728 -434
71 136 854
802 258 312
358 56 942
583 471 -163
748 179 -443
444 246 32
927 365 -13
536 675 590
794 493 713
763 360 -56
395 178 -638
775 338 -456
413 895 468
830 323 511
339 371 543
421 400 -546
873 357 860
537 652 271
862 578 536
574 730 -598
294 159 250
499 795 768
102 530 -713
221 524 -681
791 577 519
476 553 -528
746 362 481
587 683 -448
77 521 957
607 391 359
352 637 -39
785 505 637
195 549 -601
431 851 -201
601 548 556
252 448 318
154 184 -30
15 399 781
30 831 741
883 209 879
117 57 618
721 192 969
282 137 -202
190 283 903
74 912 -605
764 752 -977
440 819 107
537 653 -198
228 779 -817
406 864 -286
223 427 -304
832 770 987
599 662 -294
672 708 398
135 124 -423
222 403 -549
378 13 967
447 500 -587
138 360 154
232 311 -654
695 454 447
702 686 801
891 413 300
355 356 -455
163 842 -940
568 678 310
256 550 -757
667 402 828
127 291 -95
134 82 414
889 754 608
441 700 768
39 478 695
174 682 -995
805 361 -237
828 541 -744
471 580 -91
631 248 847
519 473 -255
591 434 406
210 462 -456
161 842 -300
701 579 -521
467 126 959
275 561 951
774 641 469
6 438 461
882 331 -764
59 177 -299
846 506 617
139 620 -520
238 424 -973
673 722 -442
768 760 -464
189 147 -787
573 492 -465
53 461 -676
615 607 -254
475 191 -420
40 513 -112
458 679 231
319 28 -826
450 182 -514
330 919 561
343 414 -291
231 601 483
36 1 -202
750 420 575
835 879 -659
50 53 -35
347 568 -530
550 245 -836
795 439 -340
390 84 -453
351 98 452
836 122 484
892 314 379
234 618 -482
299 925 144
731 207 -945
360 171 -286
678 286 -116
866 28 -912
551 552 312
701 152 894
214 198 879
344 115 850
683 638 -977
888 713 -88
18 83 507
29 211 -555
315 754 -298
307 787 -670
663 571 -908
765 359 164
219 208 888
767 142 49
13 183 798
806 566 -292
866 156 772
717 184 74
480 375 -803
296 399 -476
615 274 69
177 557 -285
94 413 650
522 450 502
210 495 -430
238 13 -862
657 923 -128
294 295 -686
870 669 -157
788 687 -458
900 794 391
816 865 121
546 464 78
456 922 -542
773 813 -453
307 141 545
551 697 -973
374 296 -314
264 112 -534
898 54 -774
53 888 467
300 892 842
390 513 -394
843 421 -344
229 699 417
769 44 615
196 332 -49
105 724 -535
629 2 -478
120 396 640
61 525 -870
685 218 -934
213 651 971
693 675 -51
738 468 -442
232 555 876
615 132 816
414 676 -153
879 877 293
106 387 707
419 208 -402
98 394 71
396 693 -463
533 89 -165
783 919 908
41 529 -683
891 758 508
498 160 36
598 153 -761
918 44 -716
469 482 991
160 670 -128
126 26 -235
55 382 -69
243 733 314
768 310 37
711 32 -452
858 221 -598
719 232 -530
23 743 -708
737 409 564
602 457 -129
579 405 -807
196 289 26
791 27 -573
607 830 -702
916 431 815
446 73 620
672 120 401
722 90 -273
727 740 -617
393 529 -625
156 228 -716
516 842 -356
804 81 107
910 665 167
502 133 826
654 591 -530
362 450 -524
712 132 -272
639 38 -632
48 228 -790
185 48 676
214 36 981
512 404 -865
749 327 962
915 248 -488
869 718 150
37 554 960
547 432 713
16 660 772
890 174 698
854 841 -741
839 269 -417
790 190 532
643 649 -495
645 267 -760
464 146 -366
414 190 -198
600 703 40
376 405 944
455 446 -688
464 306 -377
443 594 987
767 713 -189
221 74 759
276 775 -348
505 859 163
46 491 275
923 812 820
196 233 -424
858 737 330
793 808 92
503 646 -281
333 583 51
437 58 949
232 871 347
864 924 64
583 395 436
725 917 -599
607 723 376
602 599 772
398 827 371
663 784 510
730 260 383
76 759 -442
115 373 482
460 468 -559
615 519 -798
34 856 -580
724 392 -228
426 735 593
897 456 99
93 519 979
591 40 -854
786 403 412
662 363 -542
877 208 880
119 285 -486
559 628 954
63 431 -798
115 91 -531
158 424 -82
116 44 425
80 240 -277
70 353 358
553 464 -303
316 34 -345
509 352 680
912 583 504
159 13 791
871 705 -999
305 198 581
338 564 -866
107 859 -129
877 160 -341
368 351 -210
920 475 389
331 641 414
90 138 528
324 581 880
654 517 -559
473 102 -232
108 763 31
585 724 -121
305 867 687
423 279 -122
368 340 -970
564 423 -581
872 411 -752
517 328 97
618 528 -173
613 139 191
231 296 -945
827 806
20 437 450
271 687 -293
92 717 -946
150 179 -238
444 553 -772
698 348 693
72 125 886
183 548 108
330 48 222
670 225 -805
404 696 994
786 194 720
117 384 -924
684 283 -726
241 111 -974
812 90 749
542 418 -734
361 191 464
495 633 187
461 550 -849
177 360 -9
787 713 -620
155 167 -52
592 228 820
398 36 -882
511 598 -933
784 375 734
36 392 645
465 118 495
807 734 600
377 713 -298
285 673 -824
474 243 -99
808 184 -793
304 159 433
462 715 198
81 59 880
505 508 -278
536 311 -419
201 597 231
443 708 -324
308 87 369
547 518 812
259 397 -700
761 792 -489
458 565 -666
524 16 843
88 306 767
278 18 -60
321 429 -67
243 779 -314
510 50 -300
517 437 -445
682 154 722
431 92 904
543 434 -703
258 820 -569
577 156 474
259 150 429
123 284 -862
670 663 -533
433 519 -354
109 267 0
159 455 731
149 724 403
765 97 -48
714 197 -378
781 648 -227
563 83 827
242 592 -246
388 190 -126
409 748 -588
494 616 407
688 350 -819
236 684 -464
127 518 260
761 383 -362
179 78 827
244 409 -590
440 680 -818
302 152 -685
339 578 68
525 536 -709
547 528 830
42 247 -459
631 523 -460
539 459 -713
740 526 -547
691 772 109
680 75 -791
549 263 -219
797 490 665
328 293 -179
338 192 968
606 159 850
687 542 -974
283 577 -4
528 361 733
380 269 -160
272 233 -349
520 152 -302
621 625 -436
688 748 139
581 643 412
772 769 -119
713 129 481
58 495 214
631 551 709
669 732 -285
494 182 258
584 659 522
625 510 274
489 183 199
567 328 -220
593 511 -548
170 719 982
217 785 -977
115 229 -87
368 745 -79
704 19 -747
185 309 385
162 298 -376
638 548 -347
745 494 -375
518 138 144
153 711 -526
131 425 -993
6 170 212
426 209 -564
596 668 433
671 578 565
397 751 -362
702 727 -44
656 248 -95
52 630 256
311 609 -300
367 566 -673
730 810 688
326 154 968
5 355 -362
733 591 693
129 272 233
568 768 706
39 825 -169
572 215 -303
383 337 858
176 111 710
779 250 -900
90 75 157
817 142 -190
396 664 814
809 591 863
204 762 -464
599 525 -10
760 56 491
211 651 768
188 305 -924
320 322 -241
5 124 538
143 746 153
378 287 -275
639 57 -768
393 576 959
465 216 171
36 410 -595
375 238 542
626 476 427
161 382 907
562 491 -303
102 567 423
187 786 7
329 772 868
690 309 -408
370 631 593
665 651 951
509 736 -439
320 89 641
818 288 -638
640 819 -937
249 624 182
693 713 127
82 776 26
372 111 708
112 747 382
418 406 -629
677 580 852
485 759 -729
130 671 333
129 762 -28
270 342 -723
58 638 -542
27 650 127
509 177 950
580 102 -740
453 394 577
294 230 -768
76 430 -701
468 817 -175
522 641 69
700 61 753
431 201 -301
95 181 -675
114 71 -287
425 551 127
108 343 -87
100 544 621
354 463 927
669 694 -726
180 561 -517
20 200 522
155 667 714
390 319 -693
693 239 -671
76 90 773
676 92 -315
823 308 -126
636 483 906
286 253 203
129 555 -115
756 734 430
23 236 618
659 246 398
787 739 -374
577 124 -300
440 208 -141
248 659 565
699 226 -624
454 498 591
284 217 619
77 826 690
749 55 -534
505 344 510
95 454 -411
682 369 719
719 414 519
104 67 -94
637 471 265
48 178 549
76 410 -493
56 338 554
560 451 -147
268 564 -350
590 85 37
214 455 116
612 364 842
199 678 215
126 162 909
692 479 -227
374 71 -145
724 53 -310
649 59 -682
364 627 -765
39 818 -420
656 155 -242
113 795 7
603 596 -333
577 681 935
720 111 -405
615 211 -314
408 822 -645
236 544 -969
268 217 911
637 20 -841
562 723 462
32 282 14
716 236 545
69 110 -686
197 623 554
447 397 355
212 751 -863
451 783 -838
463 286 -74
